source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
MKSI,MKS Instruments,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
UCTT,Ultra Clean Holdings,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay UCTT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ICHR,Ichor Holdings,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ICHR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
084370.KQ,Eugene Technology,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 084370.KQ for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
TER,Teradyne,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay TER for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
