company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
MPWR,Monolithic Power Systems,LRCX,Lam Research,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Microsoft Azure,Microsoft Azure,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,AAOI,Applied Optoelectronics,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ARM,Arm Holdings,IP ecosystem,IP,1,CPU subsystem/IP in SoCs and custom silicon,Royalty/license economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ALAB,Astera Labs,retimer/connectivity adjacency,AI interconnect,1,connectivity inside AI servers and racks,Component attach revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ALAB,Astera Labs,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,COHR,Coherent,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,CRDO,Credo Technology,SerDes/DSP/AEC adjacency,AI interconnect,1,high-speed links around AI clusters,Connectivity content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,CRDO,Credo Technology,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ENA.V,Enablence Technologies,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,GFS,GlobalFoundries,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,1347.HK,Hua Hong Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,INTC,Intel,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,LITE,Lumentum,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,MTSI,MACOM Technology Solutions,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,POET,POET Technologies,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,0981.HK,SMIC,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,005930.KS,Samsung Electronics,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,SMTC,Semtech,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,SIVE.ST,Sivers Semiconductors,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,SKYT,SkyWater Technology,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,SNPS,Synopsys,EDA/IP dependency,EDA/IP,1,"chip design, verification and IP blocks",Software subscription/IP license cost,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,TSM,Taiwan Semiconductor Manufacturing,foundry wafer supply,Foundry,1,advanced logic wafers for AI/data-center chips,Wafer purchases; foundry ASP/yield and design-win volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,TSM,Taiwan Semiconductor Manufacturing,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,TSEM,Tower Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,UMC,United Microelectronics,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,5347.TWO,Vanguard International Semiconductor,qualified materials/substrates supplier,Materials -> fab,1,wafers/substrates/consumables feeding fab process flows,"Materials revenue from qualified volume, ASP and long-term supply contracts",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,300308.SZ,Zhongji Innolight,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ASX,ASE Technology,advanced packaging/test,OSAT,2,"chip assembly, test and high-end packaging flows",OSAT fees and utilization,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ASM.AS,ASM International,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,ASML,ASML Holding,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,6857.T,Advantest,ATE test,Test,2,ATE for high-speed devices,Test equipment capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,AIXA.F,Aixtron,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,AMKR,Amkor Technology,advanced packaging/test,OSAT,2,assembly/test capacity for custom silicon,Packaging/test revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,AMAT,Applied Materials,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,COHR,Coherent,optical component ecosystem,Photonics,2,lasers/transceivers for cluster networking,Optical component revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,FORM,FormFactor,probe cards,Test,2,wafer probe for high-end chips,Probe-card purchases,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,KLAC,KLA,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,LRCX,Lam Research,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,LITE,Lumentum,external light-source ecosystem,Photonics,2,CPO/ELS light sources for future switch fabrics,Laser module revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,MU,Micron Technology,HBM/DRAM supply,Memory,2,HBM/DRAM/NAND for servers and accelerators,Memory content and supply contracts,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,000660.KS,SK hynix,HBM memory supply,Memory,2,HBM stacks attached to AI accelerators and ASICs,Memory content per accelerator; ASP and volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,005930.KS,Samsung Electronics,alternative foundry / HBM supply,Foundry + memory,2,foundry capacity and/or HBM/DRAM supply,Wafer/HBM purchasing; capacity allocation,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MRVL,Marvell Technology,8035.T,Tokyo Electron,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
